Order ID;Order Date;Ship Date;IdShipMode;Customer ID
CA-2016-151498;21/4/2016;24/4/2016;3;DN-13690
CA-2016-137939;20/7/2016;23/7/2016;1;PJ-19015
US-2016-117793;23/8/2016;29/8/2016;2;MA-17560
CA-2016-133872;14/6/2016;17/6/2016;3;VM-21835
US-2015-165743;20/11/2015;23/11/2015;1;MM-18055
US-2017-105998;3/11/2017;5/11/2017;3;CR-12580
US-2014-148194;4/5/2014;7/5/2014;3;BS-11365
US-2015-151407;8/11/2015;12/11/2015;2;RD-19585
CA-2015-110870;12/12/2015;15/12/2015;3;KD-16270
CA-2014-143210;1/12/2014;3/12/2014;3;AA-10645
CA-2016-139808;7/10/2016;11/10/2016;2;MC-18100
CA-2015-110863;17/11/2015;24/11/2015;2;AA-10645
CA-2014-127859;17/3/2014;20/3/2014;1;QJ-19255
US-2015-136427;20/6/2015;23/6/2015;3;JM-16195
CA-2017-120168;25/5/2017;25/5/2017;4;TB-21625
US-2014-131870;9/9/2014;11/9/2014;3;NF-18595
CA-2017-114804;17/10/2017;19/10/2017;1;BF-11020
CA-2017-167227;2/11/2017;5/11/2017;3;NP-18670
CA-2014-129189;21/7/2014;25/7/2014;2;HM-14860
CA-2015-132465;11/9/2015;15/9/2015;1;DM-13525
CA-2016-166373;21/10/2016;25/10/2016;2;JF-15565
CA-2016-158806;7/1/2016;11/1/2016;2;NM-18520
CA-2015-119690;25/6/2015;28/6/2015;3;MV-17485
CA-2015-153738;20/9/2015;22/9/2015;3;AG-10270
CA-2017-169012;10/7/2017;14/7/2017;2;BF-11275
CA-2017-109393;30/6/2017;2/7/2017;1;JC-15775
CA-2017-121489;21/8/2017;25/8/2017;1;CM-11815
US-2017-133081;11/3/2017;15/3/2017;2;PV-18985
CA-2017-165008;15/9/2017;17/9/2017;1;DO-13645
CA-2016-145611;20/9/2016;24/9/2016;2;HA-14905
CA-2016-113600;15/12/2016;17/12/2016;1;SH-20395
CA-2017-130834;3/11/2017;6/11/2017;1;JM-16195
CA-2016-168543;3/7/2016;7/7/2016;2;DK-13225
CA-2014-144974;26/9/2014;30/9/2014;2;CM-12715
CA-2014-109904;14/7/2014;17/7/2014;1;BF-10975
CA-2017-152205;28/9/2017;5/10/2017;2;SF-20965
CA-2015-121188;28/8/2015;4/9/2015;2;CB-12025
CA-2015-156013;20/9/2015;26/9/2015;2;TC-20980
CA-2016-132997;7/11/2016;9/11/2016;3;LW-17215
US-2015-160563;20/10/2015;24/10/2015;2;NS-18640
CA-2017-151750;1/1/2017;5/1/2017;2;JM-15250
CA-2015-106187;23/6/2015;29/6/2015;2;RF-19345
US-2016-164945;22/11/2016;27/11/2016;2;CA-12055
CA-2015-150714;26/10/2015;1/11/2015;2;KH-16690
CA-2016-105753;20/10/2016;26/10/2016;2;LC-16960
CA-2017-120894;28/4/2017;2/5/2017;2;JL-15130
CA-2016-106621;29/9/2016;1/10/2016;1;DM-12955
CA-2015-107020;10/7/2015;14/7/2015;2;MV-18190
US-2015-117492;7/8/2015;9/8/2015;3;NS-18640
CA-2014-101392;7/12/2014;13/12/2014;2;AS-10630
CA-2015-127502;10/12/2015;14/12/2015;2;MT-17815
CA-2017-143658;8/11/2017;13/11/2017;1;SR-20425
CA-2017-133046;27/7/2017;1/8/2017;1;DK-13375
CA-2017-122798;28/12/2017;1/1/2018;2;SV-20935
CA-2016-169663;10/3/2016;13/3/2016;3;RH-19510
CA-2015-149846;22/5/2015;26/5/2015;2;SB-20185
CA-2017-159149;17/2/2017;19/2/2017;3;CR-12820
US-2017-167570;8/12/2017;15/12/2017;2;EG-13900
CA-2017-160122;18/11/2017;23/11/2017;2;RD-19930
CA-2016-130393;1/12/2016;3/12/2016;1;JM-15865
CA-2017-144820;3/10/2017;7/10/2017;1;LW-16825
CA-2017-101014;29/8/2017;4/9/2017;2;RW-19540
CA-2017-105543;24/11/2017;24/11/2017;4;BG-11695
US-2017-113201;30/6/2017;5/7/2017;2;TT-21220
US-2017-106551;22/7/2017;27/7/2017;2;EB-13930
CA-2016-116722;11/11/2016;16/11/2016;2;LP-17080
CA-2014-138128;9/12/2014;15/12/2014;2;FP-14320
US-2017-150070;7/9/2017;12/9/2017;2;JA-15970
CA-2015-137064;6/2/2015;13/2/2015;2;TS-21655
CA-2017-157350;26/8/2017;1/9/2017;2;DP-13000
CA-2014-127866;20/7/2014;23/7/2014;3;JD-15895
CA-2015-131352;8/10/2015;13/10/2015;2;GH-14485
CA-2015-121776;16/2/2015;21/2/2015;2;RD-19585
CA-2016-118073;12/8/2016;16/8/2016;2;CS-12490
CA-2014-103219;9/11/2014;13/11/2014;2;BF-11215
CA-2016-102561;18/7/2016;22/7/2016;2;NK-18490
CA-2016-100993;5/2/2016;10/2/2016;2;AZ-10750
US-2014-112949;20/6/2014;27/6/2014;2;Co-12640
US-2017-146822;9/6/2017;14/6/2017;2;AG-10675
US-2016-131058;27/12/2016;31/12/2016;2;EM-14140
CA-2014-167997;26/1/2014;29/1/2014;3;CA-11965
CA-2017-140151;23/3/2017;25/3/2017;3;RB-19360
US-2017-143770;20/3/2017;24/3/2017;2;RD-19720
CA-2016-131296;4/10/2016;9/10/2016;2;MS-17830
CA-2016-103464;18/11/2016;22/11/2016;2;PG-18820
CA-2017-136238;26/12/2017;1/1/2018;2;KB-16240
CA-2016-120803;9/3/2016;13/3/2016;2;RB-19465
CA-2016-134138;16/2/2016;20/2/2016;2;JD-15790
CA-2015-120915;28/9/2015;3/10/2015;1;JJ-15445
CA-2015-168207;2/11/2015;6/11/2015;2;LT-17110
CA-2016-144148;31/7/2016;5/8/2016;2;AH-10690
CA-2017-107174;6/11/2017;13/11/2017;2;AB-10060
CA-2016-146150;14/2/2016;19/2/2016;2;FM-14380
CA-2014-114125;9/7/2014;13/7/2014;2;GH-14410
CA-2016-114944;30/1/2016;4/2/2016;2;HE-14800
CA-2016-135965;22/9/2016;25/9/2016;3;SZ-20035
CA-2017-149699;22/12/2017;24/12/2017;3;CM-12115
CA-2016-166429;2/9/2016;8/9/2016;2;TG-21310
CA-2015-112767;2/8/2015;6/8/2015;2;DK-12985
CA-2015-119879;21/11/2015;25/11/2015;2;SS-20410
CA-2017-155642;18/5/2017;22/5/2017;2;BM-11575
US-2017-101721;23/7/2017;27/7/2017;2;MY-17380
CA-2015-136728;13/9/2015;17/9/2015;1;AG-10900
CA-2016-127194;10/12/2016;16/12/2016;2;BW-11110
CA-2015-140375;2/10/2015;5/10/2015;1;SG-20470
US-2017-155866;17/11/2017;21/11/2017;2;CC-12370
CA-2015-141327;30/11/2015;3/12/2015;3;LR-16915
CA-2015-136700;6/12/2015;11/12/2015;1;DB-13120
CA-2017-102736;5/9/2017;9/9/2017;2;LP-17095
CA-2017-125269;24/4/2017;30/4/2017;2;AF-10870
CA-2015-114811;8/11/2015;8/11/2015;4;KD-16495
CA-2015-122266;26/4/2015;30/4/2015;2;SA-20830
CA-2015-141565;20/9/2015;24/9/2015;2;BG-11035
CA-2017-128769;7/9/2017;12/9/2017;2;DM-12955
CA-2016-116337;7/11/2016;12/11/2016;2;MC-17845
CA-2015-120845;25/9/2015;2/10/2015;2;ML-17395
CA-2014-120775;3/10/2014;7/10/2014;2;RD-19930
CA-2014-152905;18/2/2014;24/2/2014;2;AB-10015
CA-2016-104633;12/6/2016;16/6/2016;2;EA-14035
CA-2017-104136;1/11/2017;4/11/2017;1;SF-20065
CA-2016-123050;4/4/2016;8/4/2016;1;BC-11125
CA-2016-162355;30/6/2016;2/7/2016;1;PF-19165
CA-2014-158225;22/9/2014;28/9/2014;2;SE-20110
CA-2017-102204;1/5/2017;6/5/2017;2;CJ-12010
CA-2017-103065;20/10/2017;20/10/2017;4;PT-19090
CA-2014-109855;1/9/2014;5/9/2014;2;LH-16900
CA-2014-109897;12/8/2014;16/8/2014;2;BW-11200
US-2014-143581;19/8/2014;23/8/2014;2;BS-11365
CA-2015-129217;10/5/2015;10/5/2015;4;DP-13390
CA-2016-133816;10/5/2016;13/5/2016;1;CS-12400
CA-2015-140221;5/3/2015;9/3/2015;1;MS-17365
CA-2017-152310;12/8/2017;19/8/2017;2;DK-12895
CA-2016-118101;26/6/2016;26/6/2016;4;SN-20560
CA-2016-100307;15/12/2016;19/12/2016;2;TC-21475
CA-2015-138457;13/9/2015;17/9/2015;2;AM-10705
CA-2014-131800;30/12/2014;4/1/2015;2;AJ-10960
CA-2014-118304;29/4/2014;4/5/2014;2;KH-16360
CA-2017-121790;30/1/2017;6/2/2017;2;LP-17095
CA-2016-169670;25/12/2016;31/12/2016;2;JE-15715
CA-2016-139549;20/10/2016;25/10/2016;2;MY-18295
CA-2015-104059;13/6/2015;15/6/2015;1;FC-14245
CA-2017-164112;30/6/2017;4/7/2017;2;ND-18460
CA-2015-143882;26/6/2015;30/6/2015;2;DB-13360
US-2016-139262;21/2/2016;25/2/2016;2;LC-16960
CA-2017-146192;22/4/2017;26/4/2017;2;BD-11725
CA-2017-134810;9/5/2017;10/5/2017;3;MC-17605
CA-2015-154284;21/12/2015;26/12/2015;1;SZ-20035
CA-2014-156244;12/8/2014;16/8/2014;2;DH-13675
CA-2015-106362;11/12/2015;15/12/2015;2;LC-16885
US-2017-168802;3/11/2017;7/11/2017;2;JO-15145
US-2017-146906;13/3/2017;17/3/2017;2;MT-17815
CA-2016-166380;30/5/2016;3/6/2016;2;EB-13750
US-2015-158911;5/7/2015;11/7/2015;2;RS-19765
US-2014-103338;11/3/2014;15/3/2014;2;RB-19435
CA-2015-109169;20/4/2015;24/4/2015;2;OT-18730
US-2017-167318;26/7/2017;1/8/2017;2;GZ-14545
US-2014-120313;31/10/2014;2/11/2014;1;NL-18310
CA-2017-135419;3/11/2017;9/11/2017;2;BG-11740
CA-2016-128671;11/8/2016;16/8/2016;2;MT-18070
CA-2016-149335;25/7/2016;25/7/2016;4;BC-11125
CA-2014-168312;1/3/2014;7/3/2014;2;GW-14605
US-2017-105935;26/1/2017;31/1/2017;2;BD-11500
CA-2014-161508;12/7/2014;16/7/2014;2;PV-18985
CA-2017-130904;11/4/2017;16/4/2017;2;HM-14980
CA-2017-133620;13/11/2017;18/11/2017;2;EM-14065
CA-2015-142937;5/12/2015;6/12/2015;3;SF-20065
US-2016-149790;26/9/2016;1/10/2016;2;SC-20380
CA-2016-130778;19/11/2016;25/11/2016;2;ND-18370
CA-2017-144456;8/9/2017;9/9/2017;3;FC-14245
CA-2017-103478;21/7/2017;24/7/2017;1;KL-16555
CA-2017-118577;6/10/2017;11/10/2017;2;XP-21865
CA-2017-113572;7/11/2017;11/11/2017;2;FP-14320
CA-2016-153269;9/3/2016;12/3/2016;3;PS-18760
CA-2017-161655;13/5/2017;18/5/2017;1;CW-11905
CA-2016-101469;2/7/2016;8/7/2016;2;KH-16360
CA-2014-153087;27/12/2014;3/1/2015;2;TC-20980
CA-2017-135076;13/4/2017;17/4/2017;2;YS-21880
CA-2014-161634;14/11/2014;20/11/2014;2;CC-12220
CA-2017-141481;11/6/2017;14/6/2017;3;ZD-21925
CA-2016-132549;25/11/2016;30/11/2016;2;JK-15370
US-2014-155544;21/3/2014;25/3/2014;2;GM-14440
US-2015-115238;30/4/2015;4/5/2015;2;JW-15220
CA-2017-132199;3/5/2017;8/5/2017;2;BO-11350
CA-2016-163174;26/8/2016;30/8/2016;2;XP-21865
CA-2014-110555;11/4/2014;18/4/2014;2;MM-18055
CA-2017-147207;2/1/2017;4/1/2017;1;TS-21655
CA-2017-137631;28/4/2017;2/5/2017;2;JL-15235
CA-2017-157273;30/1/2017;2/2/2017;3;SZ-20035
CA-2014-109918;7/9/2014;12/9/2014;1;LR-17035
CA-2016-118745;11/6/2016;16/6/2016;2;SV-20365
CA-2016-163972;17/10/2016;21/10/2016;2;MG-17890
CA-2014-165393;27/12/2014;30/12/2014;3;NC-18415
CA-2016-113726;24/11/2016;1/12/2016;2;SC-20680
CA-2016-152940;10/11/2016;13/11/2016;3;RO-19780
CA-2015-158701;5/1/2015;10/1/2015;2;JL-15175
CA-2017-156272;21/3/2017;27/3/2017;2;PW-19030
CA-2015-162964;12/11/2015;18/11/2015;2;MF-18250
CA-2014-103527;9/9/2014;14/9/2014;1;CC-12220
CA-2016-134544;17/3/2016;19/3/2016;1;AC-10660
CA-2016-163048;8/2/2016;15/2/2016;2;MH-17440
CA-2016-145135;26/11/2016;28/11/2016;3;CD-12790
CA-2017-137582;4/9/2017;8/9/2017;2;CV-12805
CA-2015-149601;28/5/2015;3/6/2015;2;TB-21625
CA-2014-139423;1/11/2014;5/11/2014;2;DG-13300
CA-2016-102596;27/12/2016;30/12/2016;3;RD-19810
CA-2017-153227;4/12/2017;6/12/2017;3;CS-12250
CA-2017-110625;23/12/2017;30/12/2017;2;JB-16045
CA-2016-142594;1/12/2016;6/12/2016;1;EJ-14155
CA-2014-152254;30/6/2014;30/6/2014;4;BD-11620
US-2014-120236;3/9/2014;4/9/2014;3;MR-17545
CA-2017-120061;2/11/2017;7/11/2017;1;SR-20425
CA-2015-133837;13/4/2015;18/4/2015;2;TH-21100
CA-2015-110814;5/12/2015;9/12/2015;1;BD-11635
CA-2016-154067;1/2/2016;7/2/2016;2;SM-20950
CA-2017-140480;8/7/2017;12/7/2017;2;HE-14800
CA-2015-134082;11/12/2015;17/12/2015;2;JK-15640
CA-2016-130820;15/11/2016;15/11/2016;4;ON-18715
CA-2016-159765;9/5/2016;12/5/2016;1;TH-21100
CA-2017-132290;10/3/2017;14/3/2017;2;MD-17350
CA-2016-147109;17/12/2016;21/12/2016;2;AH-10075
CA-2017-107265;6/4/2017;12/4/2017;2;ML-17755
CA-2017-118199;9/5/2017;11/5/2017;3;LB-16795
CA-2017-150091;12/10/2017;16/10/2017;2;NP-18670
CA-2016-137652;28/8/2016;30/8/2016;3;EB-13750
CA-2015-128356;2/10/2015;7/10/2015;2;RP-19390
CA-2017-167017;23/11/2017;25/11/2017;3;DC-12850
US-2017-132220;12/11/2017;16/11/2017;2;DJ-13510
CA-2016-118129;19/12/2016;21/12/2016;1;CL-12565
US-2014-113124;30/3/2014;5/4/2014;2;NC-18340
CA-2017-155621;8/11/2017;13/11/2017;2;KN-16450
US-2014-127635;14/9/2014;18/9/2014;1;SC-20260
CA-2015-151470;20/9/2015;26/9/2015;2;AM-10705
CA-2015-112823;10/12/2015;16/12/2015;2;RA-19945
CA-2014-108861;28/5/2014;1/6/2014;2;MM-17260
CA-2017-114370;14/3/2017;17/3/2017;1;BN-11470
CA-2016-158302;8/12/2016;12/12/2016;1;JB-16045
CA-2017-145779;6/5/2017;10/5/2017;2;DB-13615
US-2016-155173;6/3/2016;10/3/2016;2;JB-16045
CA-2017-125451;23/10/2017;24/10/2017;3;AH-10075
CA-2014-131387;28/4/2014;30/4/2014;3;AI-10855
CA-2016-125087;18/4/2016;23/4/2016;2;TH-21115
CA-2016-154081;22/5/2016;29/5/2016;2;JE-15610
US-2017-118556;28/5/2017;2/6/2017;1;TH-21235
CA-2014-126200;25/8/2014;29/8/2014;2;JE-15715
CA-2014-146500;30/8/2014;4/9/2014;2;AT-10735
CA-2015-169537;3/9/2015;7/9/2015;1;JH-15820
CA-2014-100881;28/3/2014;1/4/2014;2;DR-12940
CA-2015-144043;10/5/2015;15/5/2015;2;AB-10165
CA-2015-116512;9/4/2015;14/4/2015;2;MC-18100
CA-2015-101000;9/4/2015;14/4/2015;2;IG-15085
CA-2016-168557;19/9/2016;23/9/2016;2;FH-14275
US-2016-164196;11/11/2016;17/11/2016;2;AS-10285
US-2017-132031;23/4/2017;27/4/2017;2;PN-18775
CA-2015-169733;22/10/2015;26/10/2015;1;GM-14500
CA-2017-169404;9/4/2017;14/4/2017;2;NC-18625
CA-2017-134880;27/10/2017;1/11/2017;2;TW-21025
CA-2015-145758;30/10/2015;30/10/2015;4;BF-11020
CA-2017-158736;18/12/2017;24/12/2017;2;TT-21460
US-2016-119270;12/3/2016;16/3/2016;2;SW-20245
CA-2014-109890;21/7/2014;27/7/2014;2;PG-18820
CA-2016-138583;24/5/2016;28/5/2016;2;DP-13390
US-2017-118535;11/2/2017;15/2/2017;2;DJ-13510
CA-2016-126284;20/9/2016;24/9/2016;2;EN-13780
CA-2017-142391;24/9/2017;24/9/2017;4;PB-19150
CA-2017-124716;27/3/2017;31/3/2017;2;BD-11560
CA-2016-158841;2/2/2016;4/2/2016;1;SE-20110
CA-2017-106824;7/7/2017;11/7/2017;2;AT-10735
CA-2015-109190;23/10/2015;28/10/2015;2;CC-12685
CA-2016-143154;2/12/2016;8/12/2016;2;AS-10225
CA-2014-169061;5/3/2014;8/3/2014;1;AB-10150
CA-2015-102316;1/3/2015;3/3/2015;1;DH-13075
CA-2014-164903;20/2/2014;24/2/2014;2;SR-20740
CA-2016-109400;2/5/2016;6/5/2016;2;NR-18550
CA-2016-130400;8/3/2016;12/3/2016;2;SJ-20125
CA-2015-135853;11/12/2015;14/12/2015;3;CA-12775
CA-2016-103359;22/12/2016;26/12/2016;2;LC-16885
CA-2016-144645;2/2/2016;8/2/2016;2;NS-18640
CA-2017-141614;5/6/2017;9/6/2017;2;NS-18640
CA-2015-122168;21/8/2015;26/8/2015;2;HG-14965
CA-2016-132899;7/4/2016;11/4/2016;2;SF-20200
CA-2017-149720;4/6/2017;7/6/2017;1;EM-14065
CA-2017-118003;4/12/2017;10/12/2017;2;DO-13645
CA-2016-141887;11/1/2016;15/1/2016;2;MP-17470
US-2016-160206;1/4/2016;7/4/2016;2;MY-18295
CA-2017-133074;21/9/2017;25/9/2017;2;DB-13615
CA-2017-161172;16/3/2017;16/3/2017;4;SP-20920
CA-2017-137624;10/11/2017;17/11/2017;2;ME-17320
CA-2016-156748;30/11/2016;6/12/2016;2;BS-11755
CA-2015-169677;13/1/2015;15/1/2015;1;KS-16300
US-2014-163146;16/5/2014;20/5/2014;2;CC-12475
CA-2015-157343;7/6/2015;11/6/2015;2;HD-14785
CA-2017-147354;9/3/2017;13/3/2017;2;KB-16315
CA-2015-157287;22/12/2015;23/12/2015;3;HR-14830
CA-2014-137575;6/8/2014;11/8/2014;2;TB-21625
CA-2016-119074;27/3/2016;31/3/2016;2;DS-13180
CA-2015-149566;5/12/2015;10/12/2015;2;GB-14530
CA-2015-126186;11/9/2015;12/9/2015;3;GB-14530
CA-2015-121132;17/7/2015;24/7/2015;2;VB-21745
CA-2014-140473;30/5/2014;3/6/2014;2;MC-17425
US-2017-102904;13/11/2017;20/11/2017;2;CB-12025
CA-2016-102092;9/12/2016;11/12/2016;3;PM-18940
CA-2015-117884;22/3/2015;22/3/2015;4;DC-13285
CA-2016-132829;23/12/2016;26/12/2016;1;LA-16780
CA-2016-123540;2/4/2016;6/4/2016;1;DJ-13420
US-2017-108315;30/4/2017;4/5/2017;2;MH-18115
CA-2016-134110;17/11/2016;18/11/2016;3;BG-11035
US-2016-136581;10/11/2016;12/11/2016;3;SV-20365
CA-2016-162390;6/12/2016;12/12/2016;2;DP-13105
CA-2016-162222;3/4/2016;3/4/2016;4;SR-20740
CA-2014-121629;28/11/2014;2/12/2014;2;BT-11680
CA-2015-164623;20/10/2015;22/10/2015;3;MS-17770
CA-2014-159849;19/9/2014;19/9/2014;4;JK-15640
CA-2017-101273;27/8/2017;30/8/2017;1;ST-20530
CA-2017-106747;3/7/2017;4/7/2017;3;TS-21505
CA-2017-146164;22/12/2017;26/12/2017;2;CM-12190
CA-2016-111605;27/12/2016;2/1/2017;2;JW-15955
CA-2014-130673;20/5/2014;22/5/2014;1;MC-17590
CA-2014-104808;4/2/2014;8/2/2014;1;MH-17440
US-2017-132927;9/12/2017;15/12/2017;2;RD-19720
CA-2017-162015;11/7/2017;18/7/2017;2;KB-16240
CA-2015-138492;15/5/2015;22/5/2015;2;FC-14335
CA-2017-145338;29/1/2017;1/2/2017;3;BD-11770
CA-2017-126676;29/9/2017;1/10/2017;3;FH-14365
CA-2017-101700;23/4/2017;26/4/2017;3;SO-20335
CA-2017-159667;9/11/2017;13/11/2017;2;PM-19135
CA-2014-111934;5/5/2014;7/5/2014;3;GD-14590
US-2016-117387;27/10/2016;31/10/2016;2;PA-19060
CA-2014-141110;26/11/2014;1/12/2014;2;LS-17200
US-2014-133949;31/12/2014;31/12/2014;4;JL-15175
US-2016-116365;3/1/2016;8/1/2016;2;CA-12310
CA-2017-162936;18/8/2017;22/8/2017;2;CM-12160
CA-2014-151946;4/6/2014;9/6/2014;2;BT-11440
CA-2017-123624;13/11/2017;17/11/2017;1;SE-20110
CA-2016-146437;28/1/2016;1/2/2016;1;HG-14965
CA-2016-138233;9/11/2016;14/11/2016;2;PF-19165
CA-2016-165918;10/9/2016;14/9/2016;2;BD-11770
CA-2017-117513;3/3/2017;8/3/2017;2;BT-11395
CA-2017-132437;8/9/2017;13/9/2017;1;EM-14095
US-2017-119319;6/11/2017;9/11/2017;1;LC-17050
CA-2017-104318;13/5/2017;18/5/2017;2;FH-14275
US-2016-114230;27/11/2016;1/12/2016;2;CM-12235
CA-2015-136147;13/11/2015;18/11/2015;2;FM-14380
CA-2015-156118;8/12/2015;12/12/2015;2;HG-14965
CA-2015-164084;7/9/2015;12/9/2015;2;AG-10525
CA-2016-107783;28/7/2016;29/7/2016;3;OT-18730
CA-2017-159793;25/8/2017;29/8/2017;2;SV-20365
CA-2014-160094;30/4/2014;2/5/2014;3;JM-16195
CA-2017-151281;27/4/2017;2/5/2017;2;HM-14980
CA-2017-118346;23/7/2017;24/7/2017;3;PO-19180
CA-2014-129819;13/12/2014;15/12/2014;1;KC-16675
US-2017-148551;12/1/2017;16/1/2017;2;DB-13120
CA-2017-147767;2/12/2017;2/12/2017;4;SV-20935
CA-2015-108259;8/11/2015;15/11/2015;2;NS-18640
CA-2016-113341;25/11/2016;29/11/2016;2;MH-17455
US-2015-131842;5/12/2015;8/12/2015;3;RR-19525
CA-2016-164574;29/7/2016;3/8/2016;2;RH-19555
CA-2014-142769;13/9/2014;13/9/2014;4;RP-19390
CA-2016-168361;21/6/2016;25/6/2016;2;KB-16600
CA-2016-153185;3/9/2016;8/9/2016;2;MH-17620
CA-2017-124765;25/11/2017;30/11/2017;2;HZ-14950
CA-2015-131856;12/5/2015;17/5/2015;2;JG-15160
CA-2017-126634;30/3/2017;1/4/2017;1;AB-10165
CA-2016-118500;17/11/2016;18/11/2016;3;HJ-14875
CA-2016-163951;30/12/2016;2/1/2017;3;CJ-11875
CA-2016-149916;22/12/2016;24/12/2016;1;ED-13885
CA-2015-158918;20/12/2015;25/12/2015;1;AI-10855
US-2014-159611;27/12/2014;1/1/2015;1;KB-16315
CA-2017-163265;16/2/2017;21/2/2017;2;JS-16030
CA-2017-141705;24/10/2017;26/10/2017;3;PO-18850
CA-2016-112739;2/9/2016;7/9/2016;1;RD-19810
CA-2016-143805;1/12/2016;3/12/2016;1;JD-15895
CA-2014-133634;5/11/2014;10/11/2014;2;SR-20740
CA-2017-101665;25/11/2017;1/12/2017;2;TZ-21580
CA-2016-155446;16/12/2016;23/12/2016;2;TN-21040
CA-2017-137323;14/11/2017;18/11/2017;1;PW-19030
CA-2016-144015;26/6/2016;26/6/2016;4;AH-10075
CA-2014-101427;26/12/2014;30/12/2014;2;AY-10555
CA-2016-136770;14/8/2016;18/8/2016;2;SP-20650
CA-2016-118311;24/10/2016;28/10/2016;2;ED-13885
US-2014-112795;23/8/2014;28/8/2014;1;CR-12625
CA-2017-127096;15/9/2017;17/9/2017;1;CS-12400
CA-2017-119284;15/6/2017;20/6/2017;2;TS-21205
CA-2015-133494;1/3/2015;5/3/2015;2;RP-19390
CA-2016-111318;23/7/2016;26/7/2016;3;IL-15100
US-2014-132745;1/10/2014;5/10/2014;2;NF-18475
CA-2014-146815;8/9/2014;13/9/2014;2;PP-18955
CA-2014-119144;16/11/2014;18/11/2014;3;JD-16150
CA-2014-105648;3/3/2014;7/3/2014;2;EJ-14155
US-2015-145422;3/12/2015;7/12/2015;2;PW-19240
CA-2017-136623;11/7/2017;16/7/2017;2;TS-21430
CA-2017-121678;16/11/2017;20/11/2017;1;BM-11650
CA-2016-120824;12/6/2016;16/6/2016;1;AW-10930
US-2016-135209;29/12/2016;31/12/2016;1;MH-17290
CA-2017-148145;18/3/2017;23/3/2017;2;SW-20275
CA-2015-103870;27/12/2015;31/12/2015;2;SP-20860
CA-2015-111017;31/7/2015;6/8/2015;2;SC-20695
CA-2017-116988;27/6/2017;29/6/2017;1;PW-19030
US-2014-169390;7/2/2014;10/2/2014;1;CS-12250
CA-2016-168774;4/9/2016;9/9/2016;2;RP-19855
CA-2017-161592;6/4/2017;10/4/2017;2;CS-12175
US-2017-131961;8/12/2017;11/12/2017;3;MJ-17740
CA-2016-102498;24/7/2016;25/7/2016;3;JG-15160
CA-2015-113222;9/11/2015;9/11/2015;4;AG-10765
US-2015-144771;2/10/2015;4/10/2015;3;CK-12205
CA-2015-162376;22/11/2015;25/11/2015;1;HD-14785
CA-2017-128076;2/2/2017;7/2/2017;2;BO-11350
US-2015-163825;16/6/2015;19/6/2015;3;LC-16885
CA-2016-105662;5/5/2016;9/5/2016;2;RB-19465
CA-2017-152198;9/9/2017;10/9/2017;3;JD-16015
CA-2016-114307;22/7/2016;26/7/2016;2;MF-17665
CA-2016-159891;31/1/2016;6/2/2016;2;BF-11170
CA-2016-112578;29/12/2016;2/1/2017;2;FO-14305
CA-2015-107083;21/11/2015;27/11/2015;2;BB-11545
CA-2015-151722;5/10/2015;9/10/2015;2;IL-15100
CA-2016-151148;12/9/2016;13/9/2016;4;PO-19180
CA-2017-115882;14/9/2017;17/9/2017;3;DB-13555
CA-2015-132276;23/2/2015;28/2/2015;2;LC-16960
CA-2016-163636;5/12/2016;9/12/2016;1;MP-18175
CA-2016-102813;2/7/2016;3/7/2016;3;EA-14035
CA-2017-135377;13/12/2017;18/12/2017;2;BP-11095
CA-2015-165813;20/3/2015;22/3/2015;1;BM-11785
CA-2015-133585;1/3/2015;4/3/2015;3;CM-12715
CA-2016-116911;15/9/2016;20/9/2016;2;JD-16150
US-2017-129224;17/3/2017;23/3/2017;2;AS-10630
CA-2017-145765;28/5/2017;2/6/2017;2;CM-11815
CA-2017-126914;15/6/2017;19/6/2017;2;JE-15715
CA-2015-169572;6/9/2015;12/9/2015;2;AG-10525
CA-2017-162075;18/3/2017;24/3/2017;2;TT-21220
CA-2014-162992;19/12/2014;21/12/2014;3;BP-11095
CA-2016-106397;7/7/2016;13/7/2016;2;MJ-17740
US-2016-150140;6/4/2016;10/4/2016;2;VM-21685
CA-2014-116666;8/5/2014;10/5/2014;3;KT-16480
CA-2017-148992;23/11/2017;27/11/2017;2;CS-12250
CA-2016-140935;10/11/2016;12/11/2016;3;AB-10015
CA-2014-157644;31/12/2014;1/1/2015;3;AH-10030
US-2017-100398;19/8/2017;23/8/2017;2;DO-13435
CA-2016-113082;12/9/2016;16/9/2016;2;MC-17590
US-2017-110646;26/10/2017;31/10/2017;2;JF-15190
CA-2017-120614;30/5/2017;4/6/2017;2;SM-20950
US-2016-140172;8/3/2016;13/3/2016;2;SP-20650
CA-2015-127754;26/7/2015;31/7/2015;2;CK-12760
CA-2015-144274;23/11/2015;25/11/2015;1;PW-19240
CA-2015-142930;28/11/2015;2/12/2015;2;EB-14170
CA-2017-100622;3/11/2017;7/11/2017;2;DK-13090
CA-2017-117156;21/3/2017;23/3/2017;1;TB-21055
CA-2015-115399;19/12/2015;22/12/2015;3;AG-10900
US-2014-157847;2/4/2014;6/4/2014;1;SC-20020
CA-2015-115168;5/6/2015;9/6/2015;2;BB-11545
CA-2014-109680;6/10/2014;9/10/2014;3;VP-21760
CA-2016-167983;21/8/2016;24/8/2016;1;RP-19270
CA-2015-145324;15/11/2015;19/11/2015;2;DH-13675
CA-2015-153423;22/6/2015;27/6/2015;2;SW-20455
